Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Power
L,297.8,308.5,1448,40,192,0,0,0,0,0,0,10.699999999999989,57920
L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999
M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2
L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004
L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4
L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1
H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,53474.2
H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428
M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,58576.2
M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,72192.9
M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006
L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1
M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,65811.2
L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1
M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5
L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4
L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006
M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006
L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,58075.6
M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878
L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5
L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8
M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4
L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5
M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8
L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2
L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,51258.9
L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,54708.49999999999
H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,62019.99999999999
M,297.6,308.4,1611,31,48,0,0,0,0,0,0,10.799999999999955,49941
M,297.6,308.4,1507,46,51,0,0,0,0,0,0,10.799999999999955,69322
H,297.5,308.3,1674,30,54,0,0,0,0,0,0,10.800000000000011,50220
L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,56869.399999999994
L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,59888.7
M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,68362.2
L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,51881.4
M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,53838.9
M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,54218.200000000004
M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,58102.200000000004
L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,58732.799999999996
H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,50676
L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,68736.4
L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,77666.40000000001
L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,77797.5
M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,63476.799999999996
M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,60092.7
L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,58815.5
H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,57290.700000000004
M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,60338.4
L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,61112.4
M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,72638.5
L,297.4,308.3,1412,42,111,0,0,0,0,0,0,10.900000000000034,59304
L,297.4,308.3,1431,43,113,0,0,0,0,0,0,10.900000000000034,61533
L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,57334.2
M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,72711.9
M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,76753.59999999999
L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,51567.6
L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,47007.200000000004
L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,32819.200000000004
L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11,62458.399999999994
L,297.5,308.5,1335,48,131,0,0,0,0,0,0,11,64080
M,297.5,308.6,1842,27,133,0,0,0,0,0,0,11.100000000000023,49734
L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11,45881.6
M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11,64195.6
L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,67137.09999999999
L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11,75439.59999999999
L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,70131
M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,77158.4
L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,68182
L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11,56807.1
M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,64666
M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,70470
L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,60967.2
L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,59226.700000000004
L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,63474
M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,51268.6
H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,65487.200000000004
L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11,69182.40000000001
L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,35490
L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11,52348.799999999996
L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,54199.399999999994
L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,76125.4
L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,59532.299999999996
L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,77760
L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,74684.09999999999
M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,67360
M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,63669.6
L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,60256.7
M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,66092.8
L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,63304.7
L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,66901.6
L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11,54268.5
L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11,51610
L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,64670.799999999996
L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,56510.99999999999
L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11,69839.40000000001
L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11,38072.7
M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11,57338.200000000004
M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11,51519.6
M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11,51532.700000000004
L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11,73581.6
L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11,65147.6
L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,65351.00000000001
M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,48118.5
L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,67394.9
M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11,63131.200000000004
M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11,58855.5
L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,75258.4
L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,59211.600000000006
L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11,60587.4
M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,58200.200000000004
M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,43797.6
M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11,66334.8
L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,61511.600000000006
L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11,54595.2
L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11,59213
L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11,70000.2
M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,53111
L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,54448.8
H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11,64913.8
L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.100000000000023,86038.5
H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000023,66251.90000000001
L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11,58850.4
L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000023,47873.1
L,297.5,308.6,1452,39,72,0,0,0,0,0,0,11.100000000000023,56628
M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11.099999999999966,82422.4
L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.100000000000023,69684.8
L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,11.099999999999966,61473.799999999996
M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,11.099999999999966,59172.3
H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.100000000000023,66384
M,297.4,308.6,1643,31,89,0,0,0,0,0,0,11.200000000000045,50933
L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,11.300000000000011,54662.00000000001
L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,11.300000000000011,68408.8
L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,11.300000000000011,82024.59999999999
H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.399999999999977,70352.8
L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.200000000000045,68393.6
L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,11.300000000000011,63303.6
L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.200000000000045,62434.799999999996
H,297.3,308.6,1431,42,109,0,0,0,0,0,0,11.300000000000011,60102
L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,11.300000000000011,56360.4
L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,11.300000000000011,62192.2
L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,11.300000000000011,12070.800000000001
L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.300000000000011,53942.700000000004
M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,11.300000000000011,62462.4
L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,11.300000000000011,64325
L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.300000000000011,36003
L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.399999999999977,51160.4
M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,11.5,51862.200000000004
H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,66255.8
H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,60165.6
M,297.4,309,1497,41.8,144,0,0,0,0,0,0,11.600000000000023,62574.6
M,297.4,309,1520,37,147,0,0,0,0,0,0,11.600000000000023,56240
L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.700000000000045,73604.4
L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,11.700000000000045,56718
L,297.4,309,1570,37.9,154,0,0,0,0,0,0,11.600000000000023,59503
H,297.4,309,1468,41.4,156,0,0,0,0,0,0,11.600000000000023,60775.2
L,297.4,309,1833,22.6,161,0,0,0,0,0,0,11.600000000000023,41425.8
M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,11.5,75807.9
L,297.4,309,1583,32,166,0,0,0,0,0,0,11.600000000000023,50656
M,297.3,309,1556,39.5,168,0,0,0,0,0,0,11.699999999999989,61462
L,297.3,309,1548,37.4,171,0,0,0,0,0,0,11.699999999999989,57895.2
L,297.4,309,1324,56.9,173,0,0,0,0,0,0,11.600000000000023,75335.59999999999
L,297.4,309,1568,33.7,175,0,0,0,0,0,0,11.600000000000023,52841.600000000006
M,297.4,309,1685,30.7,177,0,0,0,0,0,0,11.600000000000023,51729.5
M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.700000000000045,56793.799999999996
M,297.4,309.1,1463,35,183,0,0,0,0,0,0,11.700000000000045,51205
L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,11.800000000000011,67795.2
M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.699999999999989,75162.59999999999
L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,11.800000000000011,55296.1
L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.800000000000011,64752
L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11.800000000000011,61074
L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,11.800000000000011,57035.99999999999
L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,11.799999999999955,66034.8
H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.800000000000011,72512.3
M,297.5,309.2,1530,40,206,0,0,0,0,0,0,11.699999999999989,61200
L,297.4,309,1505,39.2,209,0,0,0,0,0,0,11.600000000000023,58996.00000000001
L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,11.600000000000023,48652.2
L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,11.600000000000023,53176.5
M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,11.699999999999989,49429.6
M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,11.699999999999989,67636.8
L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,11.599999999999966,60186.99999999999
M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,11.599999999999966,69360.2
M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11.699999999999989,64065.1
L,297.6,309.3,1610,35,6,0,0,0,0,0,0,11.699999999999989,56350
L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,11.699999999999989,52924.899999999994
H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,69649
L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,11.600000000000023,46567.8
M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,11.699999999999989,58439.49999999999
L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,11.800000000000011,58650
L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,11.800000000000011,58272.6
L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,11.699999999999989,63884.799999999996
L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,11.800000000000011,55406.399999999994
L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,11.800000000000011,53784.00000000001
L,297.5,309.2,1715,28,30,0,0,0,0,0,0,11.699999999999989,48020
L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,11.800000000000011,51786.799999999996
M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,11.899999999999977,80956.2
L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,11.899999999999977,39634.4
M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,11.800000000000011,40134.6
L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,11.899999999999977,58535.4
L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,11.899999999999977,53592.6
M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,12,63277.600000000006
L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,12,64305.9
L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,12,57348
L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,12,66703
L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,11.899999999999977,69473.8
M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,12,56993.6
M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,12,65847.2
L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,11.899999999999977,56797.8
M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,11.899999999999977,55029.8
L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,11.899999999999977,54060.1
L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,11.899999999999977,65512.2
L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,11.800000000000011,49915
L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,11.800000000000011,54208.2
H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,11.900000000000034,71526
L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,11.900000000000034,43623.200000000004
H,297.4,309.3,1516,43,83,0,0,0,0,0,0,11.900000000000034,65188
M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,11.900000000000034,55163.2
M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,11.900000000000034,45795
L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,12,67021.5
L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,12,67780.8
L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,11.899999999999977,44534.1
H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,11.800000000000011,56424.3
M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,11.899999999999977,48704.600000000006
L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,11.799999999999955,43271.8
L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,11.899999999999977,43958.700000000004
M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,11.899999999999977,58242.6
L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,11.900000000000034,70862.40000000001
L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,11.800000000000011,58054.799999999996
L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,11.800000000000011,49921.2
L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,11.800000000000011,69178.2
M,297.4,309.3,1622,35,123,0,0,0,0,0,0,11.900000000000034,56770
M,297.4,309.3,1564,36,126,0,0,0,0,0,0,11.900000000000034,56304
H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,11.899999999999977,61970.399999999994
M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,12,64945.8
L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,11.899999999999977,67985.7
M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,11.899999999999977,69213.9
L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,11.899999999999977,57090
L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,11.899999999999977,61021.8
L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,11.899999999999977,76707.6
M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,11.899999999999977,57723.2
L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,11.899999999999977,48636.6
L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,11.900000000000034,53820.8
H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,12,53574.9
H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,12,56205.99999999999
M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,12.099999999999966,51931.700000000004
M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,12,50736
L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,11.899999999999977,42763.5
M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,11.900000000000034,56179.200000000004
L,297.7,309.7,1498,41,176,0,0,0,0,0,0,12,61418
M,297.8,309.8,1676,29,178,0,0,0,0,0,0,12,48604
L,297.8,309.9,1351,49,181,0,0,0,0,0,0,12.099999999999966,66199
L,297.9,309.9,1472,45,183,0,0,0,0,0,0,12,66240
M,297.9,310,1439,41.7,185,0,0,0,0,0,0,12.100000000000023,60006.3
M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,12,78114
H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,12,73584
L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,12,59980.700000000004
L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,12,56414.399999999994
M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,11.899999999999977,53210
M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,12,45849
L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,11.899999999999977,59802.6
L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,11.899999999999977,65977.2
H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,11.900000000000034,54643.4
H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,12,68395.8
L,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,11.899999999999977,41020.5
L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,12,74749.8
H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,11.899999999999977,53721.3
L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,11.799999999999955,54375.2
L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,11.799999999999955,59938.200000000004
L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,11.899999999999977,55673.9
H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,11.800000000000011,63592.50000000001
H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,12,46537.2
L,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,12.100000000000023,66518.40000000001
H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,12,64411.2
M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,12,70623
M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,12,57068.99999999999
H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,12,66544.8
L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,11.900000000000034,70892
H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,12,50257.600000000006
L,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,11.899999999999977,57703.1
L,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,11.800000000000011,36859.200000000004
L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,11.900000000000034,42600
L,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,11.900000000000034,95657.59999999999
L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,12,52119.6
M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,11.900000000000034,50620.7
L,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,11.900000000000034,73780.5
M,298,309.9,1565,33.9,40,0,0,0,0,0,0,11.899999999999977,53053.5
L,298,309.9,1403,47.7,43,0,0,0,0,0,0,11.899999999999977,66923.1
L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,11.799999999999955,52942.5
L,298.1,310,1534,33.7,47,0,0,0,0,0,0,11.899999999999977,51695.8
L,298.1,310,1553,40.9,49,0,0,0,0,0,0,11.899999999999977,63517.7
L,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,11.799999999999955,51266.399999999994
L,298.1,309.9,1634,30,53,0,0,0,0,0,0,11.799999999999955,49020
M,298,309.9,1445,45.2,55,0,0,0,0,0,0,11.899999999999977,65314.00000000001
L,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,11.799999999999955,49916.799999999996
H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,11.799999999999955,49062.600000000006
M,298.1,310,1393,43.1,65,0,0,0,0,0,0,11.899999999999977,60038.3
H,298.2,310,1433,44.2,68,0,0,0,0,0,0,11.800000000000011,63338.600000000006
L,298.3,310,1507,44.7,73,0,0,0,0,0,0,11.699999999999989,67362.90000000001
M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,11.800000000000011,68894.40000000001
L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,11.800000000000011,63782.399999999994
M,298.4,310.2,1725,32,80,0,0,0,0,0,0,11.800000000000011,55200
L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,11.700000000000045,45646.2
H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,11.800000000000011,56738.4
L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,11.800000000000011,56083.49999999999
L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,11.700000000000045,53961.600000000006
L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,11.700000000000045,61401.00000000001
M,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,11.700000000000045,77163
L,298.3,310.1,1523,45.9,99,0,0,0,0,0,0,11.800000000000011,69905.7
L,298.3,310,1460,47.6,101,0,0,0,0,0,0,11.699999999999989,69496
L,298.4,310,1554,37.3,103,0,0,0,0,0,0,11.600000000000023,57964.2
H,298.3,310,1419,47.1,105,0,0,0,0,0,0,11.699999999999989,66834.90000000001
L,298.3,310,1442,43.9,110,0,0,0,0,0,0,11.699999999999989,63303.799999999996
L,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,11.599999999999966,62691.200000000004
L,298.3,310,1858,23.9,114,0,0,0,0,0,0,11.699999999999989,44406.2
L,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,11.599999999999966,64225.7
L,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,11.5,59279
L,298,309.6,1536,37.3,120,0,0,0,0,0,0,11.600000000000023,57292.799999999996
L,298,309.6,1403,51.3,122,0,0,0,0,0,0,11.600000000000023,71973.9
M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,11.700000000000045,58781.99999999999
L,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,11.600000000000023,66581
M,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,11.599999999999966,71966.2
M,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,11.599999999999966,54567.5
H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,11.699999999999989,48561.6
